Strategy;System;Problem;Domain;Accuracy
1-shot;DaVinci;addPunctuation-1;dates;0.6
1-shot;DaVinci;addPunctuation-2;dates;0.4
1-shot;DaVinci;changeFormat-1;dates;0.4
1-shot;DaVinci;changeFormat-2;dates;0
1-shot;DaVinci;changeFormat-3;dates;0.2
1-shot;DaVinci;changeFormat-4;dates;0.2
1-shot;DaVinci;changePunctuation-1;dates;1
1-shot;DaVinci;changePunctuation-2;dates;1
1-shot;DaVinci;getDay-1;dates;0.2
1-shot;DaVinci;getDay-2;dates;0
1-shot;DaVinci;getDay-3;dates;1
1-shot;DaVinci;getDayOrdinal-1;dates;0
1-shot;DaVinci;getDayOrdinal-2;dates;0
1-shot;DaVinci;getMonthName-1;dates;0.8
1-shot;DaVinci;getMonthName-2;dates;0.6
1-shot;DaVinci;getWeekDay-1;dates;1
1-shot;DaVinci;getWeekDay-2;dates;1
1-shot;DaVinci;reduceMonthName-1;dates;0.2
1-shot;DaVinci;reduceMonthName-2;dates;0
1-shot;DaVinci;setFormat-1;dates;0
1-shot;DaVinci;setFormat-2;dates;0
1-shot;DaVinci;generate-1;emails;1
1-shot;DaVinci;generate-2;emails;0.8
1-shot;DaVinci;generate-3;emails;0.6
1-shot;DaVinci;getAfterAt-2;emails;0.8
1-shot;DaVinci;getAfterAt-3;emails;1
1-shot;DaVinci;getAfterAt-4;emails;1
1-shot;DaVinci;getDomain-1;emails;1
1-shot;DaVinci;getDomain-2;emails;1
1-shot;DaVinci;someBeforeAt-NA;emails;0.8
1-shot;DaVinci;afterSymbol-1;freetext;0.8
1-shot;DaVinci;afterSymbol-2;freetext;0.4
1-shot;DaVinci;betweenSymbols-1;freetext;1
1-shot;DaVinci;betweenSymbols-2;freetext;1
1-shot;DaVinci;brackets-1;freetext;0.8
1-shot;DaVinci;brackets-2;freetext;0.6
1-shot;DaVinci;deletePunctuation-1;freetext;0.6
1-shot;DaVinci;deletePunctuation-2;freetext;0.4
1-shot;DaVinci;deletePunctuation-3;freetext;0
1-shot;DaVinci;deletePunctuation-4;freetext;0.6
1-shot;DaVinci;deleteSpaces-2;freetext;0.4
1-shot;DaVinci;digitToEnd-1;freetext;1
1-shot;DaVinci;firstCharacter-1;freetext;0.6
1-shot;DaVinci;firstCharacter-2;freetext;0.2
1-shot;DaVinci;getAfterComma-1;freetext;1
1-shot;DaVinci;getAfterComma-2;freetext;1
1-shot;DaVinci;getBetweenCommas-1;freetext;0.8
1-shot;DaVinci;getCaps-1;freetext;0.8
1-shot;DaVinci;getCaps-2;freetext;0.8
1-shot;DaVinci;getCaps-3;freetext;0.8
1-shot;DaVinci;toUpper-1;freetext;0.2
1-shot;DaVinci;toUpper-2;freetext;0
1-shot;DaVinci;addTitle-1;names;0.6
1-shot;DaVinci;addTitle-2;names;0.4
1-shot;DaVinci;getTitle-1;names;0.2
1-shot;DaVinci;getTitle-2;names;1
1-shot;DaVinci;login-1;names;0
1-shot;DaVinci;login-2;names;0
1-shot;DaVinci;reduceName-1;names;0.8
1-shot;DaVinci;reduceName-2;names;1
1-shot;DaVinci;reduceName-3;names;1
1-shot;DaVinci;reduceName-5;names;0.8
1-shot;DaVinci;reduceName-6;names;0.6
1-shot;DaVinci;reduceName-8;names;0.2
1-shot;DaVinci;reduceName-9;names;0.6
1-shot;DaVinci;countryPrefix-1;phones;1
1-shot;DaVinci;countryPrefix-2;phones;0.6
1-shot;DaVinci;countryPrefix-3;phones;0.4
1-shot;DaVinci;countryPrefix-7;phones;0
1-shot;DaVinci;countryPrefix-8;phones;1
1-shot;DaVinci;countryPrefix-9;phones;1
1-shot;DaVinci;deleteParentheses-1;phones;1
1-shot;DaVinci;deleteParentheses-2;phones;1
1-shot;DaVinci;getNumber-1;phones;0.8
1-shot;DaVinci;getNumber-2;phones;0.2
1-shot;DaVinci;setPrefix-1;phones;0.2
1-shot;DaVinci;setPrefix-2;phones;0.8
1-shot;DaVinci;setPrefix-3;phones;1
1-shot;DaVinci;setPrefix-4;phones;0.8
1-shot;DaVinci;setPrefix-5;phones;0.2
1-shot;DaVinci;setPrefix-6;phones;0
1-shot;DaVinci;setPunctuation-1;phones;0.6
1-shot;DaVinci;setPunctuation-2;phones;0.8
1-shot;DaVinci;addTime-1;times;0.2
1-shot;DaVinci;addTime-2;times;0.8
1-shot;DaVinci;appendTime-1;times;0.2
1-shot;DaVinci;appendTime-2;times;0.8
1-shot;DaVinci;appendTime-3;times;0.8
1-shot;DaVinci;appendTime-4;times;0.8
1-shot;DaVinci;convert-1;times;0.2
1-shot;DaVinci;convert-10;times;0
1-shot;DaVinci;convert-2;times;0
1-shot;DaVinci;convert-3;times;0.2
1-shot;DaVinci;convert-4;times;0
1-shot;DaVinci;convert-5;times;0.2
1-shot;DaVinci;convert-6;times;0
1-shot;DaVinci;convert-7;times;0
1-shot;DaVinci;convert-8;times;0
1-shot;DaVinci;convert-9;times;0
1-shot;DaVinci;deleteTime-1;times;0
1-shot;DaVinci;deleteTime-2;times;0.2
1-shot;DaVinci;getHour-1;times;0.2
1-shot;DaVinci;getHour-2;times;0.2
1-shot;DaVinci;getMinutes-1;times;0.6
1-shot;DaVinci;getMinutes-2;times;0.2
1-shot;DaVinci;getTime-1;times;1
1-shot;DaVinci;getTime-2;times;1
1-shot;DaVinci;convert-1;units;0
1-shot;DaVinci;convert-2;units;0
1-shot;DaVinci;convert-3;units;0
1-shot;DaVinci;convert-4;units;0
1-shot;DaVinci;getSystem-1;units;0
1-shot;DaVinci;getSystem-2;units;0
1-shot;DaVinci;getUnits-1;units;0.6
1-shot;DaVinci;getUnits-2;units;0.8
1-shot;DaVinci;getValue-1;units;0.6
1-shot;DaVinci;getValue-2;units;0
2-shot;DaVinci;addPunctuation-1;dates;1
2-shot;DaVinci;addPunctuation-2;dates;0.5
2-shot;DaVinci;changeFormat-1;dates;0.75
2-shot;DaVinci;changeFormat-2;dates;0
2-shot;DaVinci;changeFormat-3;dates;0
2-shot;DaVinci;changeFormat-4;dates;0.25
2-shot;DaVinci;changePunctuation-1;dates;0.75
2-shot;DaVinci;changePunctuation-2;dates;1
2-shot;DaVinci;getDay-1;dates;0.25
2-shot;DaVinci;getDay-2;dates;1
2-shot;DaVinci;getDay-3;dates;1
2-shot;DaVinci;getDayOrdinal-1;dates;0
2-shot;DaVinci;getDayOrdinal-2;dates;0.75
2-shot;DaVinci;getMonthName-1;dates;0.75
2-shot;DaVinci;getMonthName-2;dates;1
2-shot;DaVinci;getWeekDay-1;dates;1
2-shot;DaVinci;getWeekDay-2;dates;1
2-shot;DaVinci;reduceMonthName-1;dates;0.75
2-shot;DaVinci;reduceMonthName-2;dates;0.25
2-shot;DaVinci;setFormat-1;dates;0
2-shot;DaVinci;setFormat-2;dates;0
2-shot;DaVinci;generate-1;emails;1
2-shot;DaVinci;generate-2;emails;1
2-shot;DaVinci;generate-3;emails;1
2-shot;DaVinci;getAfterAt-2;emails;1
2-shot;DaVinci;getAfterAt-3;emails;1
2-shot;DaVinci;getAfterAt-4;emails;1
2-shot;DaVinci;getDomain-1;emails;1
2-shot;DaVinci;getDomain-2;emails;1
2-shot;DaVinci;someBeforeAt-NA;emails;0.5
2-shot;DaVinci;afterSymbol-1;freetext;1
2-shot;DaVinci;afterSymbol-2;freetext;1
2-shot;DaVinci;betweenSymbols-1;freetext;1
2-shot;DaVinci;betweenSymbols-2;freetext;1
2-shot;DaVinci;brackets-1;freetext;0.75
2-shot;DaVinci;brackets-2;freetext;0.25
2-shot;DaVinci;deletePunctuation-1;freetext;0.5
2-shot;DaVinci;deletePunctuation-2;freetext;0.25
2-shot;DaVinci;deletePunctuation-3;freetext;0.5
2-shot;DaVinci;deletePunctuation-4;freetext;0.5
2-shot;DaVinci;deleteSpaces-2;freetext;0.5
2-shot;DaVinci;digitToEnd-1;freetext;1
2-shot;DaVinci;firstCharacter-1;freetext;0.75
2-shot;DaVinci;firstCharacter-2;freetext;0.75
2-shot;DaVinci;getAfterComma-1;freetext;1
2-shot;DaVinci;getAfterComma-2;freetext;1
2-shot;DaVinci;getBetweenCommas-1;freetext;0.75
2-shot;DaVinci;getCaps-1;freetext;0.75
2-shot;DaVinci;getCaps-2;freetext;1
2-shot;DaVinci;getCaps-3;freetext;1
2-shot;DaVinci;toUpper-1;freetext;0.5
2-shot;DaVinci;toUpper-2;freetext;0.25
2-shot;DaVinci;addTitle-1;names;0.75
2-shot;DaVinci;addTitle-2;names;0
2-shot;DaVinci;getTitle-1;names;0.75
2-shot;DaVinci;getTitle-2;names;1
2-shot;DaVinci;login-1;names;0
2-shot;DaVinci;login-2;names;0
2-shot;DaVinci;reduceName-1;names;0.75
2-shot;DaVinci;reduceName-2;names;1
2-shot;DaVinci;reduceName-3;names;1
2-shot;DaVinci;reduceName-5;names;0.5
2-shot;DaVinci;reduceName-6;names;0.5
2-shot;DaVinci;reduceName-8;names;1
2-shot;DaVinci;reduceName-9;names;1
2-shot;DaVinci;countryPrefix-1;phones;1
2-shot;DaVinci;countryPrefix-2;phones;1
2-shot;DaVinci;countryPrefix-3;phones;0.5
2-shot;DaVinci;countryPrefix-7;phones;0
2-shot;DaVinci;countryPrefix-8;phones;1
2-shot;DaVinci;countryPrefix-9;phones;1
2-shot;DaVinci;deleteParentheses-1;phones;1
2-shot;DaVinci;deleteParentheses-2;phones;1
2-shot;DaVinci;getNumber-1;phones;0.75
2-shot;DaVinci;getNumber-2;phones;0.25
2-shot;DaVinci;setPrefix-1;phones;0
2-shot;DaVinci;setPrefix-2;phones;1
2-shot;DaVinci;setPrefix-3;phones;1
2-shot;DaVinci;setPrefix-4;phones;1
2-shot;DaVinci;setPrefix-5;phones;0
2-shot;DaVinci;setPrefix-6;phones;1
2-shot;DaVinci;setPunctuation-1;phones;0.75
2-shot;DaVinci;setPunctuation-2;phones;1
2-shot;DaVinci;addTime-1;times;0
2-shot;DaVinci;addTime-2;times;0.5
2-shot;DaVinci;appendTime-1;times;0.25
2-shot;DaVinci;appendTime-2;times;1
2-shot;DaVinci;appendTime-3;times;0.75
2-shot;DaVinci;appendTime-4;times;1
2-shot;DaVinci;convert-1;times;0.5
2-shot;DaVinci;convert-10;times;0
2-shot;DaVinci;convert-2;times;0.5
2-shot;DaVinci;convert-3;times;0.5
2-shot;DaVinci;convert-4;times;0
2-shot;DaVinci;convert-5;times;0.5
2-shot;DaVinci;convert-6;times;0.25
2-shot;DaVinci;convert-7;times;0
2-shot;DaVinci;convert-8;times;0
2-shot;DaVinci;convert-9;times;0
2-shot;DaVinci;deleteTime-1;times;0.5
2-shot;DaVinci;deleteTime-2;times;0
2-shot;DaVinci;getHour-1;times;0
2-shot;DaVinci;getHour-2;times;1
2-shot;DaVinci;getMinutes-1;times;0.75
2-shot;DaVinci;getMinutes-2;times;0.75
2-shot;DaVinci;getTime-1;times;1
2-shot;DaVinci;getTime-2;times;0.75
2-shot;DaVinci;convert-1;units;0
2-shot;DaVinci;convert-2;units;0.25
2-shot;DaVinci;convert-3;units;0
2-shot;DaVinci;convert-4;units;0.25
2-shot;DaVinci;getSystem-1;units;0.5
2-shot;DaVinci;getSystem-2;units;0.5
2-shot;DaVinci;getUnits-1;units;0.75
2-shot;DaVinci;getUnits-2;units;1
2-shot;DaVinci;getValue-1;units;0.75
2-shot;DaVinci;getValue-2;units;1
3-shot;DaVinci;addPunctuation-1;dates;1
3-shot;DaVinci;addPunctuation-2;dates;0.666666667
3-shot;DaVinci;changeFormat-1;dates;0.666666667
3-shot;DaVinci;changeFormat-2;dates;0
3-shot;DaVinci;changeFormat-3;dates;0
3-shot;DaVinci;changeFormat-4;dates;0.333333333
3-shot;DaVinci;changePunctuation-1;dates;1
3-shot;DaVinci;changePunctuation-2;dates;1
3-shot;DaVinci;getDay-1;dates;0
3-shot;DaVinci;getDay-2;dates;1
3-shot;DaVinci;getDay-3;dates;1
3-shot;DaVinci;getDayOrdinal-1;dates;0
3-shot;DaVinci;getDayOrdinal-2;dates;0
3-shot;DaVinci;getMonthName-1;dates;0.666666667
3-shot;DaVinci;getMonthName-2;dates;1
3-shot;DaVinci;getWeekDay-1;dates;1
3-shot;DaVinci;getWeekDay-2;dates;1
3-shot;DaVinci;reduceMonthName-1;dates;1
3-shot;DaVinci;reduceMonthName-2;dates;0.333333333
3-shot;DaVinci;setFormat-1;dates;0
3-shot;DaVinci;setFormat-2;dates;0
3-shot;DaVinci;generate-1;emails;1
3-shot;DaVinci;generate-2;emails;1
3-shot;DaVinci;generate-3;emails;0.666666667
3-shot;DaVinci;getAfterAt-2;emails;0.666666667
3-shot;DaVinci;getAfterAt-3;emails;1
3-shot;DaVinci;getAfterAt-4;emails;1
3-shot;DaVinci;getDomain-1;emails;1
3-shot;DaVinci;getDomain-2;emails;1
3-shot;DaVinci;someBeforeAt-NA;emails;1
3-shot;DaVinci;afterSymbol-1;freetext;1
3-shot;DaVinci;afterSymbol-2;freetext;1
3-shot;DaVinci;betweenSymbols-1;freetext;1
3-shot;DaVinci;betweenSymbols-2;freetext;1
3-shot;DaVinci;brackets-1;freetext;0.666666667
3-shot;DaVinci;brackets-2;freetext;0.666666667
3-shot;DaVinci;deletePunctuation-1;freetext;0.333333333
3-shot;DaVinci;deletePunctuation-2;freetext;0
3-shot;DaVinci;deletePunctuation-3;freetext;0.333333333
3-shot;DaVinci;deletePunctuation-4;freetext;0.333333333
3-shot;DaVinci;deleteSpaces-2;freetext;0.666666667
3-shot;DaVinci;digitToEnd-1;freetext;1
3-shot;DaVinci;firstCharacter-1;freetext;0.666666667
3-shot;DaVinci;firstCharacter-2;freetext;0.666666667
3-shot;DaVinci;getAfterComma-1;freetext;1
3-shot;DaVinci;getAfterComma-2;freetext;1
3-shot;DaVinci;getBetweenCommas-1;freetext;1
3-shot;DaVinci;getCaps-1;freetext;0.666666667
3-shot;DaVinci;getCaps-2;freetext;1
3-shot;DaVinci;getCaps-3;freetext;1
3-shot;DaVinci;toUpper-1;freetext;0.333333333
3-shot;DaVinci;toUpper-2;freetext;1
3-shot;DaVinci;addTitle-1;names;0.333333333
3-shot;DaVinci;addTitle-2;names;0.333333333
3-shot;DaVinci;getTitle-1;names;0.666666667
3-shot;DaVinci;getTitle-2;names;1
3-shot;DaVinci;login-1;names;0
3-shot;DaVinci;login-2;names;0
3-shot;DaVinci;reduceName-1;names;1
3-shot;DaVinci;reduceName-2;names;1
3-shot;DaVinci;reduceName-3;names;1
3-shot;DaVinci;reduceName-5;names;0.666666667
3-shot;DaVinci;reduceName-6;names;0.333333333
3-shot;DaVinci;reduceName-8;names;0.333333333
3-shot;DaVinci;reduceName-9;names;1
3-shot;DaVinci;countryPrefix-1;phones;1
3-shot;DaVinci;countryPrefix-2;phones;1
3-shot;DaVinci;countryPrefix-3;phones;0.333333333
3-shot;DaVinci;countryPrefix-7;phones;0
3-shot;DaVinci;countryPrefix-8;phones;1
3-shot;DaVinci;countryPrefix-9;phones;1
3-shot;DaVinci;deleteParentheses-1;phones;1
3-shot;DaVinci;deleteParentheses-2;phones;1
3-shot;DaVinci;getNumber-1;phones;1
3-shot;DaVinci;getNumber-2;phones;0
3-shot;DaVinci;setPrefix-1;phones;0
3-shot;DaVinci;setPrefix-2;phones;1
3-shot;DaVinci;setPrefix-3;phones;1
3-shot;DaVinci;setPrefix-4;phones;1
3-shot;DaVinci;setPrefix-5;phones;0
3-shot;DaVinci;setPrefix-6;phones;1
3-shot;DaVinci;setPunctuation-1;phones;1
3-shot;DaVinci;setPunctuation-2;phones;1
3-shot;DaVinci;addTime-1;times;0
3-shot;DaVinci;addTime-2;times;0.666666667
3-shot;DaVinci;appendTime-1;times;0.666666667
3-shot;DaVinci;appendTime-2;times;1
3-shot;DaVinci;appendTime-3;times;0.666666667
3-shot;DaVinci;appendTime-4;times;1
3-shot;DaVinci;convert-1;times;0.333333333
3-shot;DaVinci;convert-10;times;0
3-shot;DaVinci;convert-2;times;0.666666667
3-shot;DaVinci;convert-3;times;0.333333333
3-shot;DaVinci;convert-4;times;0
3-shot;DaVinci;convert-5;times;0.333333333
3-shot;DaVinci;convert-6;times;0
3-shot;DaVinci;convert-7;times;0.333333333
3-shot;DaVinci;convert-8;times;0
3-shot;DaVinci;convert-9;times;0.333333333
3-shot;DaVinci;deleteTime-1;times;0.666666667
3-shot;DaVinci;deleteTime-2;times;0
3-shot;DaVinci;getHour-1;times;0
3-shot;DaVinci;getHour-2;times;1
3-shot;DaVinci;getMinutes-1;times;0.666666667
3-shot;DaVinci;getMinutes-2;times;0
3-shot;DaVinci;getTime-1;times;1
3-shot;DaVinci;getTime-2;times;1
3-shot;DaVinci;convert-1;units;0
3-shot;DaVinci;convert-2;units;0.666666667
3-shot;DaVinci;convert-3;units;0
3-shot;DaVinci;convert-4;units;0.333333333
3-shot;DaVinci;getSystem-1;units;0.666666667
3-shot;DaVinci;getSystem-2;units;0.666666667
3-shot;DaVinci;getUnits-1;units;1
3-shot;DaVinci;getUnits-2;units;1
3-shot;DaVinci;getValue-1;units;0.666666667
3-shot;DaVinci;getValue-2;units;1
4-shot;DaVinci;addPunctuation-1;dates;1
4-shot;DaVinci;addPunctuation-2;dates;1
4-shot;DaVinci;changeFormat-1;dates;0.5
4-shot;DaVinci;changeFormat-2;dates;0.5
4-shot;DaVinci;changeFormat-3;dates;0
4-shot;DaVinci;changeFormat-4;dates;0.5
4-shot;DaVinci;changePunctuation-1;dates;1
4-shot;DaVinci;changePunctuation-2;dates;1
4-shot;DaVinci;getDay-1;dates;0
4-shot;DaVinci;getDay-2;dates;1
4-shot;DaVinci;getDay-3;dates;1
4-shot;DaVinci;getDayOrdinal-1;dates;0
4-shot;DaVinci;getDayOrdinal-2;dates;0.5
4-shot;DaVinci;getMonthName-1;dates;0.5
4-shot;DaVinci;getMonthName-2;dates;1
4-shot;DaVinci;getWeekDay-1;dates;1
4-shot;DaVinci;getWeekDay-2;dates;1
4-shot;DaVinci;reduceMonthName-1;dates;1
4-shot;DaVinci;reduceMonthName-2;dates;0.5
4-shot;DaVinci;setFormat-1;dates;0
4-shot;DaVinci;setFormat-2;dates;0
4-shot;DaVinci;generate-1;emails;1
4-shot;DaVinci;generate-2;emails;1
4-shot;DaVinci;generate-3;emails;0.5
4-shot;DaVinci;getAfterAt-2;emails;0.5
4-shot;DaVinci;getAfterAt-3;emails;1
4-shot;DaVinci;getAfterAt-4;emails;1
4-shot;DaVinci;getDomain-1;emails;1
4-shot;DaVinci;getDomain-2;emails;1
